merchant_id,date,amount,type,type_order,signed_amount,outstanding_balance
109767281,2023-06-29,1145.0,repayment,1,-1145.0,-1144.6000000000004
109849158,2023-01-08,17862.0,drawdown,0,17862.0,17862.0
109849158,2023-01-08,4338.0,drawdown,0,4338.0,22200.0
109849158,2023-01-08,4338.0,repayment,1,-4338.0,17862.0
109849158,2023-01-08,17862.33,repayment,1,-17862.33,-0.33000000000174623
109849158,2023-02-08,14840.0,drawdown,0,14840.0,14839.669999999998
109849158,2023-02-08,7158.0,drawdown,0,7158.0,21997.67
109849158,2023-02-08,7158.0,repayment,1,-7158.0,14839.669999999998
109849158,2023-02-08,15030.23,repayment,1,-15030.23,-190.5600000000013
109849158,2023-02-08,12.08,repayment,1,-12.08,-202.64000000000132
109849158,2023-03-08,22200.0,drawdown,0,22200.0,21997.359999999997
109849158,2023-03-08,22200.0,repayment,1,-22200.0,-202.64000000000306
109849158,2023-03-09,218.0,repayment,1,-218.0,-420.64000000000306
109849158,2023-04-08,21615.0,drawdown,0,21615.0,21194.359999999997
109849158,2023-04-08,41.46,repayment,1,-41.46,21152.899999999998
109849158,2023-04-08,21573.54,repayment,1,-21573.54,-420.64000000000306
109849158,2023-05-08,39600.0,drawdown,0,39600.0,39179.36
109849158,2023-05-08,22200.0,repayment,1,-22200.0,16979.36
109849158,2023-06-08,20000.0,drawdown,0,20000.0,36979.36
109849158,2023-06-08,655.0,drawdown,0,655.0,37634.36
109849158,2023-06-08,18945.0,drawdown,0,18945.0,56579.36
109849158,2023-06-08,5613.26,repayment,1,-5613.26,50966.1
109849158,2023-06-08,18945.0,repayment,1,-18945.0,32021.1
109849158,2023-06-08,20654.81,repayment,1,-20654.81,11366.289999999997
109849158,2023-07-08,563.3,repayment,1,-563.3,10802.989999999998
109849158,2023-07-25,45900.0,drawdown,0,45900.0,56702.99
109849158,2023-07-25,100.0,drawdown,0,100.0,56802.99
109849158,2023-07-25,1416.0,repayment,1,-1416.0,55386.99
109849158,2023-07-26,22236.0,drawdown,0,22236.0,77622.98999999999
109849158,2023-07-26,10000.0,drawdown,0,10000.0,87622.98999999999
109849158,2023-07-26,9988.2,repayment,1,-9988.2,77634.79
109849158,2023-07-26,4.76,repayment,1,-4.76,77630.03
109849158,2023-07-26,22248.6,repayment,1,-22248.6,55381.43
109849158,2023-07-27,58.42,repayment,1,-58.42,55323.01
109849158,2023-07-28,5000.0,drawdown,0,5000.0,60323.01
109849158,2023-07-28,4909.55,repayment,1,-4909.55,55413.46
109849158,2023-07-28,28.73,repayment,1,-28.73,55384.729999999996
109849158,2023-07-29,22200.0,drawdown,0,22200.0,77584.73
109849158,2023-07-29,45998.0,repayment,1,-45998.0,31586.729999999996
109849158,2023-07-30,5400.0,drawdown,0,5400.0,36986.729999999996
109849158,2023-07-30,5445.0,drawdown,0,5445.0,42431.729999999996
109849158,2023-07-30,5438.0,drawdown,0,5438.0,47869.729999999996
109849158,2023-07-30,5900.0,drawdown,0,5900.0,53769.729999999996
109849158,2023-07-30,5917.0,repayment,1,-5917.0,47852.729999999996
109849158,2023-07-30,5438.57,repayment,1,-5438.57,42414.159999999996
109849158,2023-07-30,5393.63,repayment,1,-5393.63,37020.53
109849158,2023-07-30,5451.53,repayment,1,-5451.53,31569.0
109849158,2023-07-31,8000.0,drawdown,0,8000.0,39569.0
109849158,2023-07-31,14200.0,drawdown,0,14200.0,53769.0
109849158,2023-07-31,14120.0,repayment,1,-14120.0,39649.0
109849158,2023-07-31,16.21,repayment,1,-16.21,39632.79
109849158,2023-07-31,8045.85,repayment,1,-8045.85,31586.940000000002
109849158,2023-08-08,13457.0,drawdown,0,13457.0,45043.94
109849158,2023-08-08,998.0,drawdown,0,998.0,46041.94
109849158,2023-08-08,6650.0,drawdown,0,6650.0,52691.94
109849158,2023-08-08,309.06,repayment,1,-309.06,52382.880000000005
109849158,2023-08-08,4635.39,repayment,1,-4635.39,47747.490000000005
109849158,2023-08-08,1511.6,repayment,1,-1511.6,46235.89000000001
109849158,2023-08-08,1.6,repayment,1,-1.6,46234.29000000001
109849158,2023-08-08,13.28,repayment,1,-13.28,46221.01000000001
109849158,2023-08-08,2.85,repayment,1,-2.85,46218.16000000001
109849158,2023-08-08,1037.14,repayment,1,-1037.14,45181.02000000001
109849158,2023-08-08,997.27,repayment,1,-997.27,44183.750000000015
109849158,2023-08-08,7740.0,repayment,1,-7740.0,36443.750000000015
109849158,2023-08-08,7.86,repayment,1,-7.86,36435.890000000014
109849158,2023-08-08,8.55,repayment,1,-8.55,36427.34000000001
109849158,2023-08-08,3611.15,repayment,1,-3611.15,32816.19000000001
109849158,2023-08-13,48.42,repayment,1,-48.42,32767.77000000001
109849158,2023-08-14,7648.0,drawdown,0,7648.0,40415.77000000001
109849158,2023-08-14,7762.0,drawdown,0,7762.0,48177.77000000001
109849158,2023-08-14,7762.74,repayment,1,-7762.74,40415.03000000001
109849158,2023-08-14,7407.86,repayment,1,-7407.86,33007.17000000001
109849158,2023-08-15,5609.0,drawdown,0,5609.0,38616.17000000001
109849158,2023-08-15,7608.65,repayment,1,-7608.65,31007.52000000001
109849158,2023-08-15,5544.88,repayment,1,-5544.88,25462.64000000001
109849158,2023-08-15,64.15,repayment,1,-64.15,25398.49000000001
109849158,2023-08-16,7609.0,drawdown,0,7609.0,33007.490000000005
109849158,2023-08-16,7906.0,drawdown,0,7906.0,40913.490000000005
109849158,2023-08-16,4885.0,repayment,1,-4885.0,36028.490000000005
109849158,2023-08-16,7905.98,repayment,1,-7905.98,28122.510000000006
109849158,2023-08-17,20400.0,drawdown,0,20400.0,48522.51000000001
109849158,2023-08-17,15515.0,repayment,1,-15515.0,33007.51000000001
109849158,2023-08-18,6365.0,drawdown,0,6365.0,39372.51000000001
109849158,2023-08-18,9365.04,repayment,1,-9365.04,30007.47000000001
109849158,2023-08-19,16324.86,repayment,1,-16324.86,13682.610000000008
109849158,2023-08-19,546.42,repayment,1,-546.42,13136.190000000008
109849158,2023-08-19,364.46,repayment,1,-364.46,12771.730000000009
109849158,2023-08-20,164.0,repayment,1,-164.0,12607.730000000009
109849158,2023-08-20,163.76,repayment,1,-163.76,12443.970000000008
109849158,2023-09-08,4955.0,drawdown,0,4955.0,17398.97000000001
109849158,2023-09-08,7.87,repayment,1,-7.87,17391.10000000001
109849158,2023-10-08,6973.0,drawdown,0,6973.0,24364.10000000001
109849158,2023-10-08,21622.0,drawdown,0,21622.0,45986.100000000006
109849158,2023-10-08,7053.0,drawdown,0,7053.0,53039.100000000006
109849158,2023-10-08,5959.52,repayment,1,-5959.52,47079.58
109849158,2023-10-08,7053.23,repayment,1,-7053.23,40026.350000000006
109849158,2023-10-08,21621.91,repayment,1,-21621.91,18404.440000000006
109849158,2023-10-08,3952.0,repayment,1,-3952.0,14452.440000000006
109849158,2023-10-08,1013.16,repayment,1,-1013.16,13439.280000000006
109849158,2023-11-08,17757.0,drawdown,0,17757.0,31196.280000000006
109849158,2023-11-08,21843.0,drawdown,0,21843.0,53039.280000000006
109849158,2023-11-08,21812.0,repayment,1,-21812.0,31227.280000000006
109849158,2023-11-08,7536.06,repayment,1,-7536.06,23691.220000000005
109849158,2023-11-08,31.04,repayment,1,-31.04,23660.180000000004
109849158,2023-11-08,6268.7,repayment,1,-6268.7,17391.480000000003
109849158,2023-12-08,1167.58,repayment,1,-1167.58,16223.900000000003
109849158,2023-12-08,17161.8,repayment,1,-17161.8,-937.899999999996
109849158,2023-12-08,1062.12,repayment,1,-1062.12,-2000.019999999996
109904192,2023-04-12,2500.0,drawdown,0,2500.0,2500.0
109904192,2023-05-12,2500.0,drawdown,0,2500.0,5000.0
109904192,2023-05-12,2497.05,repayment,1,-2497.05,2502.95
109904192,2023-05-12,2.26,repayment,1,-2.26,2500.6899999999996
109904192,2023-06-12,2499.94,repayment,1,-2499.94,0.7499999999995453
109904192,2023-06-12,0.05,repayment,1,-0.05,0.6999999999995452
109904192,2023-06-13,5000.0,drawdown,0,5000.0,5000.7
109904192,2023-06-13,5000.0,repayment,1,-5000.0,0.6999999999998181
109904192,2023-06-14,4605.0,drawdown,0,4605.0,4605.7
109904192,2023-06-14,395.0,repayment,1,-395.0,4210.7
109904192,2023-06-14,4604.29,repayment,1,-4604.29,-393.59000000000015
109904192,2023-06-15,4210.96,repayment,1,-4210.96,-4604.55
109904192,2023-06-16,394.0,repayment,1,-394.0,-4998.55
109904192,2023-12-06,4834.0,drawdown,0,4834.0,-164.55000000000018
109904192,2024-02-01,4.03,repayment,1,-4.03,-168.58000000000018
109996153,2023-03-10,2005.0,drawdown,0,2005.0,2005.0
109996153,2023-04-10,3080.0,drawdown,0,3080.0,5085.0
109996153,2023-04-10,4816.14,repayment,1,-4816.14,268.8599999999997
109996153,2023-04-10,75.87,repayment,1,-75.87,192.98999999999967
109996153,2023-04-10,207.04,repayment,1,-207.04,-14.050000000000324
109996153,2023-04-11,0.1,repayment,1,-0.1,-14.150000000000324
109996153,2023-05-09,1500.0,drawdown,0,1500.0,1485.8499999999997
109996153,2023-05-10,5500.0,drawdown,0,5500.0,6985.849999999999
109996153,2023-05-10,5500.0,repayment,1,-5500.0,1485.8499999999995
109996153,2023-06-09,0.53,repayment,1,-0.53,1485.3199999999995
109996153,2023-06-11,7.05,repayment,1,-7.05,1478.2699999999995
109996153,2023-07-10,5500.0,drawdown,0,5500.0,6978.2699999999995
109996153,2023-07-11,39.0,repayment,1,-39.0,6939.2699999999995
109996153,2023-07-12,1.0,repayment,1,-1.0,6938.2699999999995
109996153,2023-08-09,125.0,repayment,1,-125.0,6813.2699999999995
109996153,2023-08-10,0.42,repayment,1,-0.42,6812.849999999999
109996153,2023-09-09,1374.0,repayment,1,-1374.0,5438.849999999999
109996153,2023-09-16,5500.0,drawdown,0,5500.0,10938.849999999999
109996153,2023-09-17,5499.49,repayment,1,-5499.49,5439.359999999999
109996153,2023-09-17,0.26,repayment,1,-0.26,5439.0999999999985
109996153,2023-09-19,5500.0,drawdown,0,5500.0,10939.099999999999
109996153,2023-09-19,5500.0,repayment,1,-5500.0,5439.0999999999985
109996153,2023-09-20,5500.0,drawdown,0,5500.0,10939.099999999999
109996153,2023-09-20,5500.0,repayment,1,-5500.0,5439.0999999999985
109996153,2023-09-21,5500.0,drawdown,0,5500.0,10939.099999999999
109996153,2023-09-22,5098.0,repayment,1,-5098.0,5841.0999999999985
109996153,2023-09-22,1.68,repayment,1,-1.68,5839.419999999998
109996153,2023-09-22,400.95,repayment,1,-400.95,5438.469999999998
109996153,2023-09-29,5500.0,drawdown,0,5500.0,10938.469999999998
109996153,2023-09-29,5499.37,repayment,1,-5499.37,5439.099999999998
109996153,2023-10-10,5499.58,repayment,1,-5499.58,-60.48000000000229
109996153,2023-10-13,4000.0,drawdown,0,4000.0,3939.5199999999977
109996153,2023-10-16,5500.0,repayment,1,-5500.0,-1560.4800000000023
109996153,2023-10-17,5500.0,drawdown,0,5500.0,3939.5199999999977
109996153,2023-10-17,5500.0,repayment,1,-5500.0,-1560.4800000000023
109996153,2023-10-18,5500.0,drawdown,0,5500.0,3939.5199999999977
109996153,2023-10-19,0.56,repayment,1,-0.56,3938.9599999999978
109996153,2023-10-20,5047.0,drawdown,0,5047.0,8985.959999999997
109996153,2023-10-20,5046.65,repayment,1,-5046.65,3939.3099999999977
109996153,2023-10-21,1201.9,repayment,1,-1201.9,2737.4099999999976
109996153,2023-10-21,4296.85,repayment,1,-4296.85,-1559.4400000000028
109996153,2023-10-21,1.04,repayment,1,-1.04,-1560.4800000000027
109996153,2023-11-10,3000.0,drawdown,0,3000.0,1439.5199999999973
109996153,2023-11-24,500.0,drawdown,0,500.0,1939.5199999999973
109996153,2023-11-25,500.0,repayment,1,-500.0,1439.5199999999973
109996153,2023-12-07,232.0,repayment,1,-232.0,1207.5199999999973
109996153,2023-12-10,2500.0,drawdown,0,2500.0,3707.5199999999973
109996153,2023-12-10,4000.0,repayment,1,-4000.0,-292.48000000000275
109996153,2024-01-06,702.85,repayment,1,-702.85,-995.3300000000028
109996153,2024-01-06,401.9,repayment,1,-401.9,-1397.2300000000027
109996153,2024-02-06,4000.0,drawdown,0,4000.0,2602.7699999999973
109996153,2024-02-06,700.95,repayment,1,-700.95,1901.8199999999972
109996153,2024-02-06,500.95,repayment,1,-500.95,1400.8699999999972
109996153,2024-02-06,1.23,repayment,1,-1.23,1399.6399999999971
109996153,2024-02-06,1001.9,repayment,1,-1001.9,397.73999999999717
109996153,2024-03-06,3000.0,drawdown,0,3000.0,3397.739999999997
109996153,2024-03-06,0.46,repayment,1,-0.46,3397.279999999997
109996153,2024-03-06,3006.65,repayment,1,-3006.65,390.6299999999969
109996153,2024-05-05,9800.0,drawdown,0,9800.0,10190.629999999997
109996153,2024-05-06,0.65,repayment,1,-0.65,10189.979999999998
109996153,2024-05-13,3998.0,repayment,1,-3998.0,6191.979999999998
109996153,2024-05-13,2.63,repayment,1,-2.63,6189.349999999998
109996153,2024-05-30,9800.0,drawdown,0,9800.0,15989.349999999999
109996153,2024-05-31,2013.84,repayment,1,-2013.84,13975.509999999998
109996153,2024-05-31,10.6,repayment,1,-10.6,13964.909999999998
109996153,2024-06-05,1787.0,repayment,1,-1787.0,12177.909999999998
109996153,2024-06-05,1001.9,repayment,1,-1001.9,11176.009999999998
109996153,2024-06-05,7010.45,repayment,1,-7010.45,4165.559999999999
109996153,2024-06-05,0.04,repayment,1,-0.04,4165.519999999999
109996153,2024-06-06,1802.85,repayment,1,-1802.85,2362.6699999999987
109996153,2024-06-06,51.9,repayment,1,-51.9,2310.7699999999986
109996153,2024-06-06,0.95,repayment,1,-0.95,2309.819999999999
109996153,2024-07-06,2001.9,repayment,1,-2001.9,307.9199999999987
109996153,2024-07-06,1.9,repayment,1,-1.9,306.01999999999873
109996153,2024-07-06,500.95,repayment,1,-500.95,-194.93000000000126
109996153,2024-08-05,6000.0,drawdown,0,6000.0,5805.069999999999
109996153,2024-08-06,148.0,repayment,1,-148.0,5657.069999999999
109996153,2024-09-05,0.32,repayment,1,-0.32,5656.749999999999
109996153,2024-09-05,5999.0,repayment,1,-5999.0,-342.2500000000009
109996153,2024-09-06,700.95,repayment,1,-700.95,-1043.200000000001
109996153,2024-09-06,5.45,repayment,1,-5.45,-1048.650000000001
109996153,2024-10-06,3273.0,repayment,1,-3273.0,-4321.6500000000015
109996153,2024-10-07,4000.0,drawdown,0,4000.0,-321.65000000000146
109996153,2024-12-05,4000.0,drawdown,0,4000.0,3678.3499999999985
110028619,2023-01-12,40000.0,drawdown,0,40000.0,40000.0
110028619,2023-01-12,28061.82,repayment,1,-28061.82,11938.18
110028619,2023-01-12,4764.0,repayment,1,-4764.0,7174.18
110028619,2023-01-12,17174.5,repayment,1,-17174.5,-10000.32
110028619,2023-02-12,50000.0,drawdown,0,50000.0,39999.68
110028619,2023-02-12,40000.0,repayment,1,-40000.0,-0.31999999999970896
110028619,2023-03-12,50000.0,drawdown,0,50000.0,49999.68
110028619,2023-03-12,50000.0,repayment,1,-50000.0,-0.31999999999970896
110028619,2023-04-11,160.66,repayment,1,-160.66,-160.9799999999997
110028619,2023-04-11,1.0,repayment,1,-1.0,-161.9799999999997
110028619,2023-04-12,50000.0,drawdown,0,50000.0,49838.02
110028619,2023-04-12,1451.0,repayment,1,-1451.0,48387.02
110028619,2023-04-12,48549.52,repayment,1,-48549.52,-162.5
110028619,2023-05-12,50000.0,drawdown,0,50000.0,49837.5
110028619,2023-05-12,50000.0,repayment,1,-50000.0,-162.5
110028619,2023-06-12,50000.0,repayment,1,-50000.0,-50162.5
110028619,2023-07-10,51000.0,drawdown,0,51000.0,837.5
110028619,2023-08-10,27523.0,repayment,1,-27523.0,-26685.5
110028619,2023-08-10,25000.0,repayment,1,-25000.0,-51685.5
110028619,2023-10-10,50000.0,drawdown,0,50000.0,-1685.5
110028619,2023-10-13,49600.0,drawdown,0,49600.0,47914.5
110028619,2023-10-14,50000.0,repayment,1,-50000.0,-2085.5
110028619,2023-10-15,50000.0,drawdown,0,50000.0,47914.5
110028619,2023-10-16,25100.95,repayment,1,-25100.95,22813.55
110028619,2023-10-16,31583.8,repayment,1,-31583.8,-8770.25
110028619,2023-10-16,10661.4,repayment,1,-10661.4,-19431.65
110028619,2023-10-16,5919.61,repayment,1,-5919.61,-25351.260000000002
110028619,2023-10-17,1.0,repayment,1,-1.0,-25352.260000000002
110028619,2023-10-18,10.0,repayment,1,-10.0,-25362.260000000002
110028619,2023-10-19,23275.0,drawdown,0,23275.0,-2087.260000000002
110028619,2023-11-10,49999.2,repayment,1,-49999.2,-52086.46
110028619,2023-11-27,10000.0,drawdown,0,10000.0,-42086.46
110028619,2023-11-28,20000.0,drawdown,0,20000.0,-22086.46
110028619,2023-11-28,9999.0,repayment,1,-9999.0,-32085.46
110028619,2023-11-29,40000.0,drawdown,0,40000.0,7914.540000000001
110028619,2023-11-29,20000.0,repayment,1,-20000.0,-12085.46
110028619,2023-11-30,50000.0,drawdown,0,50000.0,37914.54
110028619,2023-11-30,40000.0,repayment,1,-40000.0,-2085.459999999999
110028619,2023-12-10,50000.0,drawdown,0,50000.0,47914.54
110028619,2023-12-10,49600.0,repayment,1,-49600.0,-1685.4599999999991
110028619,2024-01-05,4199.0,drawdown,0,4199.0,2513.540000000001
110028619,2024-01-05,4199.0,repayment,1,-4199.0,-1685.4599999999991
110028619,2024-01-06,1999.0,drawdown,0,1999.0,313.5400000000009
110028619,2024-01-06,78.08,repayment,1,-78.08,235.4600000000009
110028619,2024-01-06,1921.0,repayment,1,-1921.0,-1685.539999999999
110028619,2024-01-07,1799.0,drawdown,0,1799.0,113.46000000000095
110028619,2024-02-05,4199.0,drawdown,0,4199.0,4312.460000000001
110028619,2024-02-05,4199.0,repayment,1,-4199.0,113.46000000000095
110028619,2024-02-06,1999.0,drawdown,0,1999.0,2112.460000000001
110028619,2024-02-06,1999.0,repayment,1,-1999.0,113.46000000000095
110028619,2024-02-07,1799.0,drawdown,0,1799.0,1912.460000000001
110028619,2024-03-01,296.0,repayment,1,-296.0,1616.460000000001
110028619,2024-03-05,4199.0,drawdown,0,4199.0,5815.460000000001
110028619,2024-03-05,4210.0,repayment,1,-4210.0,1605.460000000001
110028619,2024-03-06,1999.0,drawdown,0,1999.0,3604.460000000001
110028619,2024-03-06,330.0,repayment,1,-330.0,3274.460000000001
110028619,2024-03-06,1534.0,repayment,1,-1534.0,1740.460000000001
110028619,2024-03-06,135.28,repayment,1,-135.28,1605.180000000001
110028619,2024-03-07,1799.0,drawdown,0,1799.0,3404.180000000001
110028619,2024-04-05,4199.0,drawdown,0,4199.0,7603.180000000001
110028619,2024-04-05,4199.0,repayment,1,-4199.0,3404.180000000001
110028619,2024-04-06,1999.0,drawdown,0,1999.0,5403.180000000001
110028619,2024-04-06,1888.0,repayment,1,-1888.0,3515.180000000001
110028619,2024-04-06,153.85,repayment,1,-153.85,3361.3300000000013
110028619,2024-04-07,1799.0,drawdown,0,1799.0,5160.330000000002
110028619,2024-04-27,2999.0,drawdown,0,2999.0,8159.330000000002
110028619,2024-04-28,2999.0,drawdown,0,2999.0,11158.330000000002
110028619,2024-04-28,2999.0,repayment,1,-2999.0,8159.330000000002
110028619,2024-04-29,2999.0,drawdown,0,2999.0,11158.330000000002
110028619,2024-04-29,2999.0,repayment,1,-2999.0,8159.330000000002
110028619,2024-04-30,4199.0,drawdown,0,4199.0,12358.330000000002
110028619,2024-04-30,2999.0,repayment,1,-2999.0,9359.330000000002
110028619,2024-05-05,2309.0,drawdown,0,2309.0,11668.330000000002
110028619,2024-05-05,1891.0,drawdown,0,1891.0,13559.330000000002
110028619,2024-05-05,307.67,repayment,1,-307.67,13251.660000000002
110028619,2024-05-05,1891.0,repayment,1,-1891.0,11360.660000000002
110028619,2024-05-05,2000.0,repayment,1,-2000.0,9360.660000000002
110028619,2024-05-06,1999.0,repayment,1,-1999.0,7361.660000000002
110028619,2024-05-27,1999.0,drawdown,0,1999.0,9360.660000000002
110028619,2024-05-28,1999.0,drawdown,0,1999.0,11359.660000000002
110028619,2024-05-28,1999.0,repayment,1,-1999.0,9360.660000000002
110028619,2024-05-29,1999.0,drawdown,0,1999.0,11359.660000000002
110028619,2024-05-29,217.23,repayment,1,-217.23,11142.430000000002
110028619,2024-05-29,1782.0,repayment,1,-1782.0,9360.430000000002
110028619,2024-05-30,1999.0,drawdown,0,1999.0,11359.430000000002
110028619,2024-05-30,1999.0,repayment,1,-1999.0,9360.430000000002
110028619,2024-05-31,1999.0,drawdown,0,1999.0,11359.430000000002
110028619,2024-05-31,1999.0,repayment,1,-1999.0,9360.430000000002
110028619,2024-06-05,4199.0,drawdown,0,4199.0,13559.430000000002
110028619,2024-06-05,4200.0,repayment,1,-4200.0,9359.430000000002
110028619,2024-06-07,1801.0,drawdown,0,1801.0,11160.430000000002
