merchant_id,repaid_date,amount
133481767,10-01-2024,1135.58
133481767,10-01-2024,14070.9
133481767,08-01-2024,9006.65
133481767,07-01-2024,2317.8
133481767,07-01-2024,290.09
133481767,07-01-2024,9805.55
133481767,06-01-2024,4.5
133481767,05-01-2024,5563.03
133481767,04-01-2024,25000
133481767,03-01-2024,315
133481767,01-01-2024,804
133481767,27-01-2024,5515.2
133481767,27-01-2024,2053.8
133481767,27-01-2024,64.95
133481767,26-01-2024,2826.35
133481767,25-01-2024,202.79
133481767,25-01-2024,3606.65
133481767,25-01-2024,800.95
133481767,25-01-2024,3060.45
133481767,25-01-2024,20.85
133481767,24-01-2024,13258.89
133481767,22-01-2024,4309
133481767,22-01-2024,14970.9
133481767,22-01-2024,82.61
133481767,21-01-2024,3005.7
133481767,21-01-2024,9.95
133481767,21-01-2024,520.15
133481767,20-01-2024,4508.55
133481767,20-01-2024,1568.6
133481767,19-01-2024,1502.85
133481767,18-01-2024,4763.3
133481767,18-01-2024,1502.85
133481767,18-01-2024,5006.65
133481767,17-01-2024,13872.8
133481767,17-01-2024,2003.8
133481767,17-01-2024,14.95
133481767,16-01-2024,43.4
133481767,16-01-2024,3005.7
133481767,16-01-2024,3522.55
133481767,16-01-2024,45.79
133481767,16-01-2024,8006.65
133481767,16-01-2024,4.54
133481767,14-01-2024,2882
133481767,14-01-2024,6.4
133481767,14-01-2024,1573.5
133481767,14-01-2024,40.5
133481767,13-01-2024,168.05
133481767,13-01-2024,1502.85
133481767,12-01-2024,3203
133481767,12-01-2024,5557.6
133481767,12-01-2024,500
133481767,12-01-2024,3.73
133481767,11-01-2024,3.8
133481767,11-01-2024,9319.7
133481767,11-01-2024,1503.8
133481767,11-01-2024,716.85
133481767,10-01-2024,18.19
133481767,08-01-2024,13773
133481767,08-01-2024,23.5
133481767,07-01-2024,1552.6
133481767,07-01-2024,31.34
133481767,06-01-2024,26971
133481767,06-01-2024,24.19
133481767,05-01-2024,7323
133481767,05-01-2024,14114.25
133481767,03-01-2024,7.05
133481767,01-01-2024,24195.85
133481767,28-02-2024,25000
133481767,27-02-2024,33500
133481767,25-02-2024,5618
133481767,25-02-2024,1001.9
133481767,25-02-2024,3560.45
133481767,24-02-2024,12763.2
133481767,17-02-2024,32537.05
133481767,06-02-2024,800.95
133481767,03-02-2024,8006.65
133481767,03-02-2024,1015.9
133481767,03-02-2024,3510.45
133481767,01-02-2024,20328
133481767,01-02-2024,4131.1
133481767,25-02-2024,15313.3
133481767,25-02-2024,5014.25
133481767,24-02-2024,15.5
133481767,24-02-2024,11713.3
133481767,17-02-2024,1453
133481767,17-02-2024,10.06
133481767,06-02-2024,14333
133481767,06-02-2024,11865.74
133481767,04-02-2024,6363
133481767,03-02-2024,3421.6
133481767,03-02-2024,4513.3
133481767,03-02-2024,169.49
133481767,02-02-2024,450
133481767,01-02-2024,2504.75
133481767,01-02-2024,36.03
133481767,31-03-2024,10006.65
133481767,31-03-2024,18260.7
133481767,29-03-2024,3807
133481767,28-03-2024,2504.75
133481767,28-03-2024,2003.8
133481767,28-03-2024,10006.65
133481767,28-03-2024,5.27
133481767,24-03-2024,9764
133481767,24-03-2024,10006.65
133481767,23-03-2024,2052.85
133481767,23-03-2024,12561.4
133481767,22-03-2024,3060.45
133481767,22-03-2024,850.95
133481767,17-03-2024,1527.88
133481767,15-03-2024,1001.9
133481767,08-03-2024,16008
133481767,04-03-2024,6058.55
133481767,04-03-2024,1729.68
133481767,03-03-2024,185
133481767,31-03-2024,2224
133481767,31-03-2024,7008.55
133481767,29-03-2024,1502.85
133481767,28-03-2024,13612.35
133481767,28-03-2024,1001.9
133481767,28-03-2024,3055.7
133481767,24-03-2024,4107.6
133481767,24-03-2024,121.2
133481767,23-03-2024,429
133481767,23-03-2024,5059.5
133481767,22-03-2024,500.95
133481767,22-03-2024,10307.6
133481767,22-03-2024,18575.65
133481767,22-03-2024,2.44
133481767,17-03-2024,37472
133481767,15-03-2024,26546
133481767,15-03-2024,21452.28
133481767,08-03-2024,17491.87
133481767,04-03-2024,1644
133481767,04-03-2024,15567.1
133481767,30-04-2024,3311.4
133481767,28-04-2024,5079
133481767,28-04-2024,31
133481767,27-04-2024,157.24
133481767,27-04-2024,450.95
133481767,26-04-2024,1749
133481767,26-04-2024,15.5
133481767,25-04-2024,8104
133481767,25-04-2024,6717.1
133481767,24-04-2024,3055.7
133481767,23-04-2024,7760.45
133481767,23-04-2024,5056.65
133481767,23-04-2024,300.95
133481767,22-04-2024,4308.55
133481767,22-04-2024,17023.75
133481767,22-04-2024,1001.9
133481767,21-04-2024,20248.55
133481767,20-04-2024,21851
133481767,19-04-2024,9692.5
133481767,16-04-2024,25172.8
133481767,16-04-2024,3055.7
133481767,15-04-2024,2003.8
133481767,12-04-2024,12839
133481767,04-04-2024,21700
133481767,03-04-2024,7111.4
133481767,30-04-2024,4160
133481767,30-04-2024,22528.89
133481767,28-04-2024,820.9
133481767,27-04-2024,23827.55
133481767,27-04-2024,533.5
133481767,26-04-2024,18235.55
133481767,24-04-2024,8870.9
133481767,23-04-2024,15.5
133481767,23-04-2024,3361.4
133481767,23-04-2024,350.95
133481767,23-04-2024,1402.85
133481767,23-04-2024,3.55
133481767,22-04-2024,10484
133481767,22-04-2024,3405.7
133481767,22-04-2024,1401.9
133481767,22-04-2024,5081.1
133481767,22-04-2024,2292.6
133481767,21-04-2024,24752
133481767,19-04-2024,200.95
133481767,18-04-2024,6154.85
133481767,16-04-2024,742
133481767,16-04-2024,1001.9
133481767,16-04-2024,28.05
133481767,15-04-2024,3989
133481767,15-04-2024,26207.4
133481767,14-04-2024,45000
133481767,12-04-2024,12160.28
133481767,03-04-2024,4676
133481767,03-04-2024,9.18
133481767,03-04-2024,13012.35
133481767,03-04-2024,453.05
133481767,31-05-2024,3829
133481767,31-05-2024,7410.45
133481767,31-05-2024,23759.24
133481767,29-05-2024,8255
133481767,29-05-2024,1000.95
133481767,29-05-2024,6607.12
133481767,29-05-2024,178.17
133481767,28-05-2024,10006.65
133481767,27-05-2024,19.7
133481767,27-05-2024,24.69
133481767,26-05-2024,10636
133481767,26-05-2024,16356.54
133481767,25-05-2024,2774
133481767,24-05-2024,1001.9
133481767,24-05-2024,5665.2
133481767,23-05-2024,8006.65
133481767,23-05-2024,35.1
133481767,23-05-2024,9609.5
133481767,20-05-2024,10006.65
133481767,19-05-2024,5058.55
133481767,16-05-2024,1549
133481767,16-05-2024,25945.6
133481767,13-05-2024,168
133481767,05-05-2024,635.6
133481767,05-05-2024,299.8
133481767,04-05-2024,3060.45
133481767,04-05-2024,27.3
133481767,04-05-2024,14014.25
133481767,04-05-2024,24.93
133481767,03-05-2024,1480
133481767,03-05-2024,13.6
133481767,02-05-2024,12510.16
133481767,02-05-2024,105.45
133481767,02-05-2024,238.6
133481767,31-05-2024,1550
133481767,31-05-2024,450.95
133481767,29-05-2024,2554.75
133481767,29-05-2024,300.95
133481767,29-05-2024,1102.85
133481767,28-05-2024,13707
133481767,28-05-2024,3060.45
133481767,28-05-2024,3010.45
133481767,27-05-2024,7171.6
133481767,26-05-2024,10006.65
133481767,25-05-2024,650.95
133481767,24-05-2024,2003.8
133481767,23-05-2024,9008.55
133481767,23-05-2024,244.82
133481767,22-05-2024,29000
133481767,20-05-2024,2395
133481767,20-05-2024,16598.28
133481767,19-05-2024,11707
133481767,19-05-2024,12234.46
133481767,16-05-2024,3005.7
133481767,13-05-2024,29831.9
133481767,12-05-2024,28543
133481767,11-05-2024,20456.63
133481767,09-05-2024,25000
133481767,05-05-2024,12863
133481767,05-05-2024,1201.9
133481767,04-05-2024,9318
133481767,04-05-2024,1552.85
133481767,04-05-2024,1001.9
133481767,03-05-2024,9006.65
133481767,02-05-2024,6558
133481767,02-05-2024,10006.65
133481767,30-06-2024,4443.2
133481767,29-06-2024,1402.85
133481767,28-06-2024,9414
133481767,28-06-2024,12535.4
133481767,27-06-2024,5986
133481767,27-06-2024,14459.5
133481767,26-06-2024,8538
133481767,25-06-2024,2003.8
133481767,24-06-2024,1502.85
133481767,24-06-2024,3506.65
133481767,24-06-2024,854.1
133481767,23-06-2024,7968
133481767,22-06-2024,9824
133481767,22-06-2024,1552.85
133481767,22-06-2024,12619
133481767,18-06-2024,4011.4
133481767,18-06-2024,10660.92
133481767,13-06-2024,18835
133481767,12-06-2024,6006.65
133481767,06-06-2024,1475
133481767,05-06-2024,501.9
133481767,05-06-2024,58.75
133481767,04-06-2024,2003.8
133481767,04-06-2024,43.23
133481767,04-06-2024,1051.9
133481767,02-06-2024,13654
133481767,02-06-2024,1652.85
133481767,30-06-2024,1702.85
133481767,29-06-2024,29.33
133481767,29-06-2024,4508.55
133481767,29-06-2024,11598.85
133481767,28-06-2024,550.95
133481767,27-06-2024,2053.8
133481767,25-06-2024,2552.42
133481767,25-06-2024,2046.74
133481767,24-06-2024,1001.9
133481767,24-06-2024,901.9
133481767,24-06-2024,4308.55
133481767,23-06-2024,3031.77
133481767,22-06-2024,500.95
133481767,22-06-2024,4.1
133481767,21-06-2024,7283.33
133481767,20-06-2024,24500
133481767,18-06-2024,4795
133481767,18-06-2024,5006.65
133481767,18-06-2024,26.08
133481767,13-06-2024,579.61
133481767,12-06-2024,4457.6
133481767,12-06-2024,20.58
133481767,06-06-2024,2003.8
133481767,05-06-2024,11363.3
133481767,04-06-2024,19655.7
133481767,04-06-2024,760.81
133481767,03-06-2024,19900
133481767,02-06-2024,1552.85
133481767,02-06-2024,371.52
133481767,02-06-2024,19769.44
132719096,24-08-2023,19999.97
132719096,24-08-2023,748
132719096,24-08-2023,30.83
132719096,15-09-2023,8961
132719096,15-09-2023,1192.06
132719096,03-09-2023,2561
132719096,03-09-2023,15605
132719096,14-09-2023,46.97
132719096,03-09-2023,4834
132719096,30-10-2023,1
132719096,25-10-2023,1936.59
132719096,20-10-2023,15.42
132719096,19-10-2023,1999.93
132719096,04-10-2023,17
132719096,27-10-2023,1
132719096,20-10-2023,47.99
132719096,03-11-2023,10
147857092,30-08-2023,4354.39
147857092,30-08-2023,5381.63
147857092,29-08-2023,6875.75
147857092,27-08-2023,1614.45
147857092,30-08-2023,28828.79
147857092,29-08-2023,28789
147857092,29-08-2023,24335.83
147857092,26-08-2023,133.9
147857092,26-08-2023,45.25
147857092,05-09-2023,178.42
147857092,02-09-2023,24467.39
147857092,01-09-2023,528.22
147857092,05-09-2023,62813.68
147857092,05-09-2023,7.9
147857092,02-09-2023,96.13
147857092,04-10-2023,73
134645351,30-08-2023,2497.05
134645351,30-08-2023,2529.75
134645351,29-08-2023,0.54
134645351,28-08-2023,1972
134645351,27-08-2023,2.06
134645351,31-08-2023,56.63
134645351,29-08-2023,73.5
134645351,28-08-2023,56.17
134645351,30-09-2023,62.64
134645351,28-09-2023,34500
134645351,27-09-2023,34144
134645351,24-09-2023,998.82
134645351,24-09-2023,13000.95
134645351,24-09-2023,5545.45
134645351,23-09-2023,81.86
134645351,23-09-2023,29809.79
134645351,22-09-2023,3.76
134645351,22-09-2023,8510.56
134645351,21-09-2023,26642
134645351,20-09-2023,6786
134645351,20-09-2023,14902
134645351,19-09-2023,5050
134645351,18-09-2023,500.95
134645351,16-09-2023,26856.42
134645351,12-09-2023,132.46
134645351,11-09-2023,41.93
134645351,11-09-2023,58.14
134645351,09-09-2023,7.9
134645351,08-09-2023,153.31
134645351,06-09-2023,59.97
134645351,05-09-2023,68.37
134645351,04-09-2023,4.44
134645351,02-09-2023,75.81
134645351,02-09-2023,2003.8
134645351,01-09-2023,1010
134645351,01-09-2023,3035.7
134645351,27-09-2023,355.67
134645351,25-09-2023,21485
134645351,24-09-2023,14.49
134645351,24-09-2023,5006.65
134645351,24-09-2023,5008.55
134645351,22-09-2023,2330.8
134645351,21-09-2023,1072.75
134645351,20-09-2023,7644.86
134645351,19-09-2023,116.87
134645351,18-09-2023,27283
134645351,18-09-2023,3705.7
134645351,18-09-2023,3010.67
134645351,17-09-2023,34500
134645351,16-09-2023,4607
134645351,16-09-2023,3036.65
134645351,12-09-2023,67289.31
134645351,11-09-2023,42.74
134645351,10-09-2023,43.32
134645351,08-09-2023,175.64
134645351,07-09-2023,180.77
134645351,06-09-2023,11.51
134645351,04-09-2023,28.73
134645351,03-09-2023,56.34
134645351,02-09-2023,73.94
134645351,02-09-2023,1011.9
134645351,01-09-2023,23.18
134645351,24-10-2023,14201
134645351,24-10-2023,7966.15
134645351,24-10-2023,319.73
134645351,22-10-2023,15015
134645351,21-10-2023,13703.3
134645351,21-10-2023,727.58
134645351,20-10-2023,20393
134645351,20-10-2023,14000
134645351,18-10-2023,5056.65
134645351,16-10-2023,79.18
134645351,16-10-2023,50001.65
134645351,15-10-2023,34500
134645351,09-10-2023,4494.63
134645351,08-10-2023,34469
134645351,06-10-2023,510.95
134645351,03-10-2023,18905.82
134645351,02-10-2023,1073
134645351,01-10-2023,10000
134645351,01-10-2023,12023.8
134645351,01-10-2023,24.96
134645351,24-10-2023,10009.5
134645351,24-10-2023,2003.8
134645351,21-10-2023,47.11
134645351,21-10-2023,5006.65
134645351,19-10-2023,105.7
134645351,19-10-2023,11346.06
134645351,19-10-2023,7242.68
134645351,18-10-2023,4.51
134645351,17-10-2023,4664.69
134645351,17-10-2023,5550.45
134645351,16-10-2023,7951.4
134645351,09-10-2023,30005
134645351,08-10-2023,31.26
134645351,06-10-2023,30921
134645351,06-10-2023,3068.36
134645351,04-10-2023,34500
134645351,03-10-2023,15594
134645351,01-10-2023,2023.8
134645351,01-10-2023,9036.47
134645351,01-10-2023,255.95
134645351,30-11-2023,13670.26
134645351,29-11-2023,12013.3
134645351,28-11-2023,4554.5
134645351,28-11-2023,11.67
134645351,25-11-2023,3144.86
134645351,22-11-2023,34500
134645351,03-11-2023,516
134645351,30-11-2023,4.06
134645351,30-11-2023,6509.5
134645351,30-11-2023,1798.22
134645351,29-11-2023,8760
134645351,29-11-2023,1.85
134645351,29-11-2023,5.58
134645351,28-11-2023,9132.5
134645351,28-11-2023,19.86
134645351,27-11-2023,34500
134645351,26-11-2023,31355
134645351,31-12-2023,27390.95
134645351,31-12-2023,4006.65
134645351,30-12-2023,30000
134645351,29-12-2023,10000
134645351,27-12-2023,129.61
134645351,25-12-2023,785
134645351,25-12-2023,409.33
134645351,23-12-2023,34200.95
134645351,22-12-2023,80.14
134645351,22-12-2023,68831
134645351,20-12-2023,2.78
134645351,18-12-2023,72552
134645351,15-12-2023,613.88
134645351,15-12-2023,509.03
134645351,15-12-2023,20021.72
134645351,15-12-2023,15.71
134645351,14-12-2023,28699
134645351,14-12-2023,19140.97
134645351,14-12-2023,15.25
134645351,14-12-2023,0.26
134645351,13-12-2023,53619
134645351,13-12-2023,11.26
134645351,13-12-2023,42833.27
134645351,12-12-2023,6101.79
134645351,12-12-2023,6110.6
134645351,11-12-2023,20172
134645351,11-12-2023,53626.7
134645351,10-12-2023,1011.9
134645351,10-12-2023,5010.45
134645351,08-12-2023,25438.8
134645351,06-12-2023,43000
134645351,06-12-2023,1142.62
134645351,05-12-2023,34424
134645351,03-12-2023,23675.17
134645351,31-12-2023,25576.8
134645351,31-12-2023,97.51
134645351,30-12-2023,30200
134645351,30-12-2023,0.17
134645351,29-12-2023,50732
134645351,29-12-2023,13067.13
134645351,28-12-2023,1149.67
134645351,27-12-2023,19969
134645351,27-12-2023,53701.37
134645351,25-12-2023,72600.95
134645351,24-12-2023,3.05
134645351,23-12-2023,31006
134645351,23-12-2023,1502.85
134645351,23-12-2023,2.02
134645351,23-12-2023,7006.65
134645351,22-12-2023,171.93
134645351,20-12-2023,73796
134645351,18-12-2023,1247.25
134645351,17-12-2023,23987.72
134645351,15-12-2023,3.03
134645351,15-12-2023,5046.65
134645351,14-12-2023,9566.96
134645351,14-12-2023,11512.35
134645351,14-12-2023,4851
134645351,14-12-2023,13.96
134645351,13-12-2023,20167.15
134645351,10-12-2023,1502.85
134645351,10-12-2023,717.7
134645351,10-12-2023,59703.96
134645351,09-12-2023,692.08
134645351,08-12-2023,47507
134645351,08-12-2023,754.34
134645351,07-12-2023,22364
134645351,07-12-2023,51435.4
134645351,06-12-2023,21648
134645351,06-12-2023,8009.5
134645351,05-12-2023,76.19
134645351,04-12-2023,34500
134645351,03-12-2023,10617
134645351,02-12-2023,424.28
134645351,01-12-2023,34488
134645351,31-01-2024,71136
134645351,31-01-2024,51.3
134645351,30-01-2024,1902.85
134645351,30-01-2024,51.05
134645351,28-01-2024,40191
134645351,27-01-2024,6.51
134645351,27-01-2024,2004.25
134645351,27-01-2024,123.52
134645351,25-01-2024,61979
134645351,25-01-2024,1112.87
134645351,25-01-2024,125.97
134645351,24-01-2024,375.65
134645351,22-01-2024,6152.56
134645351,22-01-2024,36973.57
134645351,22-01-2024,69.9
134645351,21-01-2024,5979
134645351,21-01-2024,6057.38
134645351,20-01-2024,11762.18
134645351,20-01-2024,44522.85
134645351,19-01-2024,1001.81
134645351,19-01-2024,17487.24
134645351,18-01-2024,53747
134645351,17-01-2024,1600
134645351,17-01-2024,7510.45
134645351,14-01-2024,125.37
134645351,13-01-2024,73683
134645351,12-01-2024,111.43
134645351,12-01-2024,308.27
134645351,11-01-2024,73682
134645351,09-01-2024,153.04
134645351,07-01-2024,41561
134645351,07-01-2024,25500.95
134645351,07-01-2024,184.29
134645351,05-01-2024,33067
134645351,05-01-2024,1502.85
134645351,05-01-2024,200.63
134645351,04-01-2024,3784
134645351,02-01-2024,13069
134645351,02-01-2024,1300.95
134645351,30-01-2024,700
134645351,30-01-2024,8.76
134645351,30-01-2024,63545
134645351,28-01-2024,33600.95
134645351,27-01-2024,400.95
134645351,26-01-2024,537.66
134645351,26-01-2024,5333.27
134645351,25-01-2024,10000
134645351,24-01-2024,204.64
134645351,22-01-2024,80.14
134645351,21-01-2024,1.07
134645351,21-01-2024,50000
134645351,20-01-2024,71.18
134645351,19-01-2024,42110
134645351,18-01-2024,13150
134645351,18-01-2024,38.49
134645351,17-01-2024,112.01
134645351,17-01-2024,5104.39
134645351,17-01-2024,49790
134645351,17-01-2024,48.03
134645351,14-01-2024,73675
134645351,13-01-2024,1
134645351,12-01-2024,4.03
134645351,12-01-2024,20000
134645351,11-01-2024,118.46
134645351,09-01-2024,73646
134645351,07-01-2024,5352.83
134645351,07-01-2024,1201.9
134645351,05-01-2024,39024.8
134645351,05-01-2024,4.42
134645351,04-01-2024,70016.15
134645351,03-01-2024,1423
134645351,02-01-2024,59425
134645351,02-01-2024,3.92
134645351,01-01-2024,16728
134645351,29-02-2024,5279.13
134645351,29-02-2024,1443.19
134645351,29-02-2024,4056.65
134645351,28-02-2024,2189.24
134645351,28-02-2024,20000
134645351,25-02-2024,13639
134645351,24-02-2024,69720
134645351,22-02-2024,57.09
134645351,22-02-2024,9334.85
134645351,21-02-2024,30000
134645351,21-02-2024,3.8
134645351,19-02-2024,32103.8
134645351,17-02-2024,66763.7
134645351,16-02-2024,23811
134645351,16-02-2024,6006.65
134645351,16-02-2024,126.92
134645351,15-02-2024,2476.49
134645351,15-02-2024,3151.87
134645351,14-02-2024,441.18
134645351,13-02-2024,111
134645351,10-02-2024,24106
134645351,09-02-2024,26008.55
134645351,09-02-2024,1137.32
134645351,08-02-2024,24147.74
134645351,07-02-2024,238.64
134645351,05-02-2024,21844.36
134645351,05-02-2024,2003.8
134645351,05-02-2024,1202.85
134645351,05-02-2024,10009.5
134645351,05-02-2024,3.32
134645351,04-02-2024,6984
134645351,04-02-2024,20019
134645351,03-02-2024,2041.41
134645351,03-02-2024,400.95
134645351,02-02-2024,5362.93
134645351,02-02-2024,63625.65
134645351,02-02-2024,62.54
134645351,01-02-2024,70730
134645351,28-02-2024,4.01
134645351,28-02-2024,68.45
134645351,28-02-2024,113.46
134645351,27-02-2024,13684
134645351,26-02-2024,24276.21
134645351,24-02-2024,2641.19
134645351,22-02-2024,20147.53
134645351,22-02-2024,599.69
134645351,22-02-2024,7.28
134645351,22-02-2024,11972.19
134645351,21-02-2024,52987
134645351,21-02-2024,3006.65
134645351,21-02-2024,2.42
134645351,19-02-2024,53893
134645351,18-02-2024,3.17
134645351,17-02-2024,2221
134645351,17-02-2024,17013.1
134645351,16-02-2024,24154.95
134645351,16-02-2024,9197.08
134645351,16-02-2024,4262.59
134645351,16-02-2024,40000
134645351,15-02-2024,70.91
134645351,14-02-2024,7025.14
134645351,14-02-2024,57000
134645351,14-02-2024,49.22
134645351,13-02-2024,51392
134645351,13-02-2024,22297.7
134645351,10-02-2024,49348
134645351,10-02-2024,345.78
134645351,09-02-2024,1962
134645351,09-02-2024,20544
134645351,08-02-2024,73562
134645351,07-02-2024,0.02
134645351,06-02-2024,51954
134645351,05-02-2024,1841.98
134645351,05-02-2024,25025.65
134645351,05-02-2024,514.95
134645351,04-02-2024,1202.85
134645351,04-02-2024,43550
134645351,03-02-2024,0.11
134645351,03-02-2024,40100
134645351,03-02-2024,1.82
134645351,03-02-2024,14282.04
134645351,02-02-2024,500.95
134645351,01-02-2024,3070.32
134645351,31-03-2024,3690.36
134645351,31-03-2024,3006.65
134645351,31-03-2024,119.54
134645351,30-03-2024,28129
134645351,29-03-2024,630.52
134645351,29-03-2024,54.31
