merchant_id,drawdown_amount,drawdown_date
137805369.00,3200,07-09-2023
134123000000.00,200000,01-05-2023
134123000000.00,200000,02-05-2023
134123000000.00,200000,03-05-2023
134123000000.00,200000,06-05-2023
134123000000.00,200000,17-05-2023
134123000000.00,200000,19-05-2023
134123000000.00,200000,26-05-2023
134123000000.00,200000,29-05-2023
134123000000.00,200000,02-06-2023
134123000000.00,200000,03-06-2023
134123000000.00,200000,07-06-2023
134123000000.00,200000,08-06-2023
134123000000.00,200000,09-06-2023
134123000000.00,200000,10-06-2023
134123000000.00,200000,12-06-2023
134123000000.00,200000,13-06-2023
134123000000.00,100000,06-09-2023
134123000000.00,100000,07-09-2023
134123000000.00,99000,16-09-2023
134123000000.00,150000,19-09-2023
134123000000.00,50000,20-09-2023
134123000000.00,50000,21-09-2023
134123000000.00,100000,25-09-2023
134123000000.00,200000,27-09-2023
134123000000.00,50000,30-09-2023
134123000000.00,50000,30-09-2023
134123000000.00,100000,03-10-2023
134123000000.00,98000,04-10-2023
134123000000.00,100000,06-10-2023
134123000000.00,50000,07-10-2023
134123000000.00,50000,24-10-2023
134123000000.00,100000,22-11-2023
134123000000.00,50000,01-12-2023
134123000000.00,200000,02-12-2023
134123000000.00,100000,04-12-2023
134123000000.00,90000,07-12-2023
134123000000.00,50000,27-12-2023
134123000000.00,100000,02-01-2024
134123000000.00,40000,03-01-2024
134123000000.00,50000,10-01-2024
134123000000.00,60000,11-01-2024
134123000000.00,80000,13-01-2024
134123000000.00,20000,15-01-2024
134123000000.00,100000,20-01-2024
134123000000.00,100000,31-01-2024
134123000000.00,50000,03-02-2024
134123000000.00,190000,05-02-2024
134123000000.00,20000,08-02-2024
134123000000.00,100000,25-02-2024
134123000000.00,50000,07-03-2024
134123000000.00,50000,13-03-2024
134123000000.00,100000,15-03-2024
134123000000.00,100000,21-03-2024
134123000000.00,50000,22-03-2024
134123000000.00,100000,23-03-2024
134123000000.00,50000,28-03-2024
134123000000.00,100000,28-03-2024
134123000000.00,30000,29-03-2024
134123000000.00,200000,01-04-2024
134123000000.00,99000,03-04-2024
134123000000.00,50000,03-04-2024
134123000000.00,50000,05-04-2024
134123000000.00,100000,05-04-2024
134123000000.00,50000,08-04-2024
134123000000.00,60000,12-04-2024
134123000000.00,20000,13-04-2024
134123000000.00,100000,14-04-2024
134123000000.00,40000,16-04-2024
134123000000.00,200000,22-04-2024
134123000000.00,50000,28-04-2024
134123000000.00,100000,30-04-2024
134123000000.00,20000,03-05-2024
134123000000.00,50000,03-05-2024
134123000000.00,20000,03-05-2024
134123000000.00,150000,04-05-2024
134123000000.00,200000,23-05-2024
134123000000.00,100000,24-05-2024
134123000000.00,10000,25-05-2024
134123000000.00,100000,27-05-2024
134123000000.00,30000,28-05-2024
134123000000.00,100000,28-05-2024
134123000000.00,50000,01-06-2024
134123000000.00,200000,02-06-2024
134123000000.00,100000,04-06-2024
134123000000.00,200000,05-06-2024
134123000000.00,20000,06-06-2024
134123000000.00,150000,08-06-2024
134123000000.00,30000,21-06-2024
134123000000.00,60000,22-06-2024
134123000000.00,100000,25-06-2024
134123000000.00,50000,27-06-2024
134123000000.00,150000,29-06-2024
134123000000.00,20000,30-06-2024
134123000000.00,200000,02-07-2024
134123000000.00,100000,04-07-2024
134123000000.00,30000,05-07-2024
126435708.00,8500,26-04-2023
126435708.00,15000,09-05-2023
126435708.00,17000,26-05-2023
126435708.00,20800,15-06-2023
126435708.00,10200,15-06-2023
126435708.00,19500,13-09-2023
126435708.00,16400,19-09-2023
126435708.00,4000,20-09-2023
126435708.00,16400,06-10-2023
126435708.00,16400,11-10-2023
126435708.00,9900,14-10-2023
126435708.00,16400,15-10-2023
155701849.00,5000,25-04-2023
155701849.00,2500,26-04-2023
155701849.00,2500,26-04-2023
155701849.00,2500,06-05-2023
155701849.00,2500,14-05-2023
155701849.00,3900,16-05-2023
155701849.00,2973,20-05-2023
155701849.00,2775,21-05-2023
155701849.00,3900,23-05-2023
155701849.00,6000,26-05-2023
155701849.00,1800,29-05-2023
155701849.00,500,02-06-2023
155701849.00,10200,05-06-2023
155701849.00,7394,08-06-2023
155701849.00,9600,10-06-2023
155701849.00,1950,12-06-2023
155701849.00,4200,20-06-2023
123842477.00,52000,06-05-2023
115793089.00,2600,28-04-2023
115793089.00,6600,28-04-2023
115793089.00,44500,29-04-2023
115793089.00,19000,02-05-2023
115793089.00,15500,03-05-2023
115793089.00,29900,04-05-2023
115793089.00,5000,04-05-2023
115793089.00,42800,05-05-2023
115793089.00,46000,07-05-2023
115793089.00,27000,08-05-2023
115793089.00,15100,09-05-2023
115793089.00,11300,11-05-2023
115793089.00,9900,14-05-2023
115793089.00,5100,14-05-2023
115793089.00,46000,15-05-2023
115793089.00,47500,19-05-2023
115793089.00,6945,24-05-2023
115793089.00,37200,29-05-2023
115793089.00,37200,30-05-2023
115793089.00,24076,03-06-2023
115793089.00,39600,07-06-2023
115793089.00,40000,12-06-2023
115793089.00,26500,19-06-2023
115793089.00,36000,24-06-2023
115793089.00,36000,27-06-2023
115793089.00,37200,31-07-2023
115793089.00,40500,18-09-2023
115793089.00,40500,21-09-2023
120581272.00,70000,28-04-2023
120581272.00,29000,29-04-2023
120581272.00,71000,02-05-2023
120581272.00,71000,03-05-2023
120581272.00,71000,04-05-2023
120581272.00,68000,17-05-2023
120581272.00,66000,20-05-2023
120581272.00,66000,22-05-2023
120581272.00,79000,25-05-2023
120581272.00,54000,26-05-2023
120581272.00,67000,29-05-2023
120581272.00,67000,03-06-2023
120581272.00,62000,07-06-2023
120581272.00,88000,12-06-2023
120581272.00,73000,27-06-2023
120581272.00,32000,01-08-2023
120581272.00,32000,02-08-2023
120581272.00,32000,03-08-2023
120581272.00,25000,04-08-2023
120581272.00,40000,27-08-2023
120581272.00,41000,28-08-2023
120581272.00,41000,01-09-2023
120581272.00,60000,12-09-2023
120581272.00,60000,14-09-2023
120581272.00,51000,03-10-2023
120581272.00,49000,06-12-2023
120581272.00,49000,12-12-2023
120581272.00,49000,13-12-2023
120581272.00,49000,14-12-2023
120581272.00,49000,15-12-2023
120581272.00,49000,16-12-2023
120581272.00,49000,28-12-2023
120581272.00,49000,29-12-2023
120581272.00,49000,12-01-2024
120581272.00,49000,16-01-2024
120581272.00,49000,29-01-2024
120581272.00,49000,31-01-2024
120581272.00,49000,01-02-2024
120581272.00,49000,07-02-2024
120581272.00,49000,09-02-2024
120581272.00,32000,17-02-2024
120581272.00,22000,27-02-2024
120581272.00,22000,28-02-2024
100278695.00,8000,28-04-2023
100278695.00,8000,29-04-2023
130754858.00,5500,27-04-2023
130754858.00,5500,28-04-2023
130754858.00,5500,29-04-2023
130754858.00,5500,02-05-2023
130754858.00,5500,03-05-2023
130754858.00,5500,04-05-2023
130754858.00,5500,05-05-2023
130754858.00,4000,07-05-2023
130754858.00,4000,08-05-2023
130754858.00,4000,09-05-2023
130754858.00,4000,10-05-2023
130754858.00,4000,11-05-2023
130754858.00,4000,12-05-2023
130754858.00,4000,13-05-2023
130754858.00,4000,14-05-2023
130754858.00,4000,15-05-2023
130754858.00,9000,18-05-2023
130754858.00,9000,19-05-2023
130754858.00,9000,20-05-2023
130754858.00,9000,24-05-2023
130754858.00,9000,07-06-2023
130754858.00,9000,08-06-2023
130754858.00,9000,09-06-2023
130754858.00,13800,10-06-2023
130754858.00,13800,12-06-2023
130754858.00,13800,13-06-2023
130754858.00,13800,14-06-2023
130754858.00,13800,15-06-2023
130754858.00,13800,16-06-2023
130754858.00,12000,27-07-2023
130754858.00,2386,28-07-2023
130754858.00,8889,28-07-2023
130754858.00,6600,01-08-2023
130754858.00,6600,02-08-2023
130754858.00,10200,28-08-2023
130754858.00,10200,29-08-2023
130754858.00,10200,30-08-2023
130754858.00,7962,02-09-2023
130754858.00,8000,03-09-2023
130754858.00,8000,04-09-2023
130754858.00,8000,05-09-2023
130754858.00,8000,07-09-2023
130754858.00,8000,08-09-2023
130754858.00,8000,09-09-2023
130754858.00,8000,10-09-2023
130754858.00,8000,11-09-2023
130754858.00,9500,16-09-2023
130754858.00,9500,21-09-2023
130754858.00,9500,22-09-2023
130754858.00,9500,23-09-2023
130754858.00,9500,24-09-2023
130754858.00,9500,25-09-2023
130754858.00,9500,26-09-2023
130754858.00,9500,28-09-2023
130754858.00,9500,29-09-2023
130754858.00,9500,30-09-2023
130754858.00,4854,30-11-2023
130754858.00,2960,02-12-2023
130754858.00,3062,04-12-2023
130754858.00,3510,05-12-2023
130754858.00,3500,05-12-2023
130754858.00,4487,08-12-2023
130754858.00,4000,09-12-2023
130754858.00,10200,09-12-2023
130754858.00,10200,10-12-2023
130754858.00,10200,12-12-2023
130754858.00,3582,16-12-2023
130754858.00,3000,17-12-2023
130754858.00,10199,18-12-2023
130754858.00,3632,23-12-2023
130754858.00,6903,26-12-2023
130754858.00,2501,31-12-2023
130754858.00,10200,05-01-2024
130754858.00,3019,12-01-2024
130754858.00,6375,13-01-2024
130754858.00,10200,15-01-2024
130754858.00,10200,21-01-2024
130754858.00,6331,24-01-2024
130754858.00,3869,24-01-2024
130754858.00,2827,25-01-2024
130754858.00,10200,31-01-2024
130754858.00,3606,02-02-2024
130754858.00,10200,04-02-2024
130754858.00,10200,07-02-2024
130754858.00,4058,08-02-2024
130754858.00,5106,09-02-2024
130754858.00,1299,10-02-2024
130754858.00,14500,13-02-2024
130754858.00,3058,14-02-2024
130754858.00,939,16-02-2024
130754858.00,11399,16-02-2024
130754858.00,11400,22-02-2024
130754858.00,6600,01-03-2024
130754858.00,6600,06-03-2024
130754858.00,6600,14-03-2024
130754858.00,6000,17-03-2024
130754858.00,6000,21-03-2024
130754858.00,36600,22-03-2024
130754858.00,36600,23-03-2024
130754858.00,36600,26-03-2024
130754858.00,3280,28-03-2024
130754858.00,10000,04-04-2024
130754858.00,10000,05-04-2024
130754858.00,8400,10-04-2024
130754858.00,8400,11-04-2024
130754858.00,12000,13-04-2024
130754858.00,12000,14-04-2024
130754858.00,12000,15-04-2024
130754858.00,12000,16-04-2024
130754858.00,3072,17-04-2024
130754858.00,12000,17-04-2024
130754858.00,12000,18-04-2024
130754858.00,3896,21-04-2024
130754858.00,3725,24-04-2024
130754858.00,2722,24-04-2024
130754858.00,8400,25-04-2024
130754858.00,8400,26-04-2024
130754858.00,5913,28-04-2024
130754858.00,8400,29-04-2024
130754858.00,7800,02-05-2024
130754858.00,7800,05-05-2024
130754858.00,7800,06-05-2024
130754858.00,7800,07-05-2024
130754858.00,7800,10-05-2024
130754858.00,10800,11-05-2024
130754858.00,10800,12-05-2024
130754858.00,4092,14-05-2024
130754858.00,10800,15-05-2024
130754858.00,3000,25-05-2024
130754858.00,3000,26-05-2024
130754858.00,3000,29-05-2024
130754858.00,3000,01-06-2024
130754858.00,3000,02-06-2024
130754858.00,3000,03-06-2024
130754858.00,7800,08-06-2024
130754858.00,7800,10-06-2024
130754858.00,19200,15-06-2024
130754858.00,19200,18-06-2024
130754858.00,9000,24-06-2024
130754858.00,3958,27-06-2024
130754858.00,9000,28-06-2024
130754858.00,2629,29-06-2024
130754858.00,6971,29-06-2024
130754858.00,9600,01-07-2024
130754858.00,9600,04-07-2024
130754858.00,13800,13-07-2024
130754858.00,9941,14-07-2024
112827817.00,5481,01-05-2023
112827817.00,5500,02-05-2023
112827817.00,5500,03-05-2023
112827817.00,5500,04-05-2023
112827817.00,2039,05-05-2023
112827817.00,2036,05-05-2023
112827817.00,1028,05-05-2023
119486121.00,9000,28-04-2023
119486121.00,9000,04-05-2023
119486121.00,9500,06-05-2023
119486121.00,9500,08-05-2023
119486121.00,9500,12-05-2023
119486121.00,9500,13-05-2023
119486121.00,13500,16-05-2023
119486121.00,13500,18-05-2023
119486121.00,13500,19-05-2023
119486121.00,19500,20-05-2023
119486121.00,19500,23-05-2023
119486121.00,19500,25-05-2023
119486121.00,19500,26-05-2023
119486121.00,6000,30-05-2023
119486121.00,6000,03-06-2023
119486121.00,6000,04-06-2023
119486121.00,10000,05-06-2023
119486121.00,8000,10-06-2023
119486121.00,8000,14-06-2023
119486121.00,10000,17-06-2023
119486121.00,10000,18-06-2023
119486121.00,12000,22-06-2023
119486121.00,12000,23-06-2023
119486121.00,12000,24-06-2023
119486121.00,12000,26-06-2023
119486121.00,9600,30-07-2023
147025144.00,6000,03-05-2023
147025144.00,7000,07-05-2023
147025144.00,7000,08-05-2023
132909359.00,4992,03-05-2023
132909359.00,4009,04-05-2023
132909359.00,7274,05-05-2023
132909359.00,5492,07-05-2023
132909359.00,6604,13-05-2023
132909359.00,6200,15-05-2023
132909359.00,11500,17-05-2023
132909359.00,2077,22-05-2023
132909359.00,10000,23-05-2023
132909359.00,6487,26-05-2023
132909359.00,4268,27-05-2023
132909359.00,5080,29-05-2023
132909359.00,4009,31-05-2023
132909359.00,9600,01-06-2023
132909359.00,2500,16-06-2023
132909359.00,2500,19-06-2023
132909359.00,2500,20-06-2023
132909359.00,2905,24-06-2023
149357621.00,7500,06-05-2023
149357621.00,7500,09-05-2023
149357621.00,7500,10-05-2023
149357621.00,7500,12-05-2023
149357621.00,9000,17-05-2023
149357621.00,9000,19-05-2023
149357621.00,6300,21-05-2023
149357621.00,6500,23-05-2023
149357621.00,6500,24-05-2023
149357621.00,1300,26-05-2023
149357621.00,7200,01-06-2023
149357621.00,7200,03-06-2023
149357621.00,7200,05-06-2023
149357621.00,7200,08-06-2023
149357621.00,9600,10-06-2023
149357621.00,9600,15-06-2023
149357621.00,9600,16-06-2023
149357621.00,9600,18-06-2023
149357621.00,9600,20-06-2023
149357621.00,9600,22-06-2023
149357621.00,11400,24-06-2023
149357621.00,10200,30-07-2023
149357621.00,10200,31-07-2023
149357621.00,10200,04-08-2023
149357621.00,10200,26-08-2023
149357621.00,10200,28-08-2023
149357621.00,7500,29-08-2023
149357621.00,5500,05-09-2023
149357621.00,5500,07-09-2023
149357621.00,5500,08-09-2023
149357621.00,5500,10-09-2023
149357621.00,5500,11-09-2023
149357621.00,7000,18-09-2023
149357621.00,7000,19-09-2023
149357621.00,2000,20-09-2023
149357621.00,7000,01-10-2023
149357621.00,7000,11-10-2023
149357621.00,7000,21-11-2023
149357621.00,4000,22-11-2023
149357621.00,7000,02-12-2023
149357621.00,8400,06-12-2023
149357621.00,1400,07-12-2023
149357621.00,8400,08-12-2023
149357621.00,5800,09-12-2023
149357621.00,8400,11-12-2023
149357621.00,8400,13-12-2023
149357621.00,700,14-12-2023
149357621.00,8400,16-12-2023
149357621.00,8400,18-12-2023
149357621.00,8400,22-12-2023
149357621.00,8400,23-12-2023
149357621.00,1900,24-12-2023
149357621.00,8400,26-12-2023
149357621.00,8400,30-12-2023
149357621.00,7050,03-01-2024
149357621.00,8400,03-02-2024
149357621.00,8400,05-02-2024
149357621.00,8400,07-02-2024
149357621.00,8400,08-02-2024
149357621.00,8400,09-02-2024
149357621.00,7800,06-03-2024
149357621.00,7800,07-03-2024
149357621.00,11400,16-04-2024
149357621.00,8400,23-04-2024
149357621.00,5000,01-05-2024
149357621.00,6400,18-05-2024
149357621.00,6600,19-05-2024
149357621.00,6600,20-05-2024
149357621.00,6600,24-05-2024
149357621.00,6600,28-05-2024
149357621.00,6600,29-05-2024
127045914.00,5500,01-05-2023
127045914.00,5500,04-05-2023
127045914.00,3331,05-05-2023
127045914.00,2200,07-05-2023
127045914.00,2198,07-05-2023
127045914.00,4500,12-05-2023
127045914.00,2024,13-05-2023
127045914.00,3500,23-05-2023
127045914.00,480,24-05-2023
113947000000.00,50,12-06-2023
113947000000.00,8000,05-08-2023
113947000000.00,40000,30-08-2023
113947000000.00,30000,31-08-2023
113947000000.00,40000,13-09-2023
113947000000.00,50000,14-09-2023
113947000000.00,50000,15-09-2023
113947000000.00,20000,17-09-2023
113947000000.00,20000,18-09-2023
113947000000.00,30000,24-09-2023
113947000000.00,30000,25-09-2023
113947000000.00,50000,01-10-2023
113947000000.00,3000,06-10-2023
113947000000.00,50000,16-10-2023
113947000000.00,50000,17-10-2023
113947000000.00,20000,18-10-2023
113947000000.00,20000,18-10-2023
113947000000.00,30000,21-10-2023
113947000000.00,20000,23-11-2023
113947000000.00,50,04-12-2023
113947000000.00,100,07-12-2023
113947000000.00,10000,09-12-2023
113947000000.00,1000,21-12-2023
113947000000.00,1000,25-12-2023
113947000000.00,10000,18-01-2024
113947000000.00,500,05-02-2024
113947000000.00,500,23-02-2024
113947000000.00,15000,07-03-2024
113947000000.00,5000,08-03-2024
113947000000.00,10000,09-03-2024
113947000000.00,10000,09-03-2024
113947000000.00,10000,11-03-2024
113947000000.00,10000,12-03-2024
113947000000.00,30000,13-03-2024
113947000000.00,1000,14-03-2024
113947000000.00,10000,15-03-2024
113947000000.00,5000,21-03-2024
113947000000.00,500,26-03-2024
113947000000.00,500,27-03-2024
113947000000.00,13000,27-03-2024
113947000000.00,60000,03-04-2024
113947000000.00,500,11-04-2024
113947000000.00,500,18-04-2024
113947000000.00,40000,11-05-2024
113947000000.00,5000,19-05-2024
113947000000.00,10000,21-05-2024
113947000000.00,40000,22-05-2024
113947000000.00,500,27-05-2024
113947000000.00,10000,08-06-2024
113947000000.00,50000,04-07-2024
113947000000.00,10000,09-07-2024
113947000000.00,10000,11-07-2024
113947000000.00,1000,15-07-2024
147465310.00,6000,29-04-2023
147465310.00,5000,30-04-2023
147465310.00,1003,01-05-2023
147465310.00,2499,01-05-2023
147465310.00,4008,03-05-2023
147465310.00,10000,05-05-2023
147465310.00,300,05-05-2023
147465310.00,5879,08-05-2023
147465310.00,10500,09-05-2023
147465310.00,10500,15-05-2023
147465310.00,5006,17-05-2023
147465310.00,8000,19-05-2023
147465310.00,2506,22-05-2023
147465310.00,2601,24-05-2023
147465310.00,15600,26-05-2023
147465310.00,5400,30-05-2023
147465310.00,5400,02-06-2023
147465310.00,501,04-06-2023
147465310.00,7800,06-06-2023
147465310.00,6600,13-06-2023
147465310.00,6600,14-06-2023
147465310.00,2403,16-06-2023
147465310.00,9000,23-06-2023
147465310.00,6000,26-06-2023
147465310.00,6000,29-06-2023
147465310.00,3000,28-07-2023
147465310.00,9000,29-07-2023
147465310.00,2005,31-07-2023
117062644.00,5000,30-04-2023
117062644.00,5000,01-05-2023
117062644.00,5000,03-05-2023
117062644.00,5000,04-05-2023
117062644.00,4500,12-05-2023
117062644.00,3000,14-05-2023
117062644.00,2500,16-05-2023
117062644.00,2500,17-05-2023
117062644.00,2500,19-05-2023
117062644.00,500,22-05-2023
117062644.00,1322,23-05-2023
117062644.00,2500,24-05-2023
117062644.00,2500,13-06-2023
117062644.00,500,13-06-2023
117062644.00,500,14-06-2023
117062644.00,1600,16-06-2023
117062644.00,1020,21-06-2023
117062644.00,300,21-06-2023
117062644.00,2800,05-07-2023
117062644.00,1190,18-09-2023
117062644.00,485,19-09-2023
117062644.00,500,22-09-2023
117062644.00,400,23-09-2023
117062644.00,501,27-09-2023
117062644.00,2000,05-10-2023
117062644.00,500,05-10-2023
117062644.00,500,05-10-2023
117062644.00,500,06-10-2023
117062644.00,1500,07-10-2023
117062644.00,501,08-10-2023
117062644.00,524,09-10-2023
117062644.00,275,10-10-2023
117062644.00,108,10-10-2023
117062644.00,450,11-10-2023
117062644.00,494,11-10-2023
117062644.00,150,13-10-2023
117062644.00,369,14-10-2023
117062644.00,300,14-10-2023
117062644.00,100,14-10-2023
117062644.00,148,19-10-2023
117062644.00,294,19-10-2023
117062644.00,544,21-10-2023
117062644.00,2000,22-11-2023
117062644.00,2000,23-11-2023
117062644.00,2000,24-11-2023
117062644.00,2000,25-11-2023
117062644.00,585,28-11-2023
117062644.00,252,30-11-2023
117062644.00,1000,30-11-2023
117062644.00,1000,01-12-2023
117062644.00,200,05-12-2023
117062644.00,1521,05-12-2023
117062644.00,291,06-12-2023
117062644.00,2027,08-12-2023
117062644.00,386,09-12-2023
117062644.00,467,14-12-2023
117062644.00,509,20-12-2023
117062644.00,522,22-12-2023
117062644.00,550,31-12-2023
117062644.00,1950,07-01-2024
117062644.00,253,13-01-2024
117062644.00,290,13-01-2024
117062644.00,1412,24-01-2024
117062644.00,421,04-02-2024
117062644.00,378,04-02-2024
117062644.00,474,05-02-2024
117062644.00,450,05-02-2024
117062644.00,500,09-02-2024
135591054.00,3000,06-05-2023
135591054.00,3000,07-05-2023
135591054.00,3000,08-05-2023
135591054.00,3000,12-05-2023
135591054.00,3000,13-05-2023
135591054.00,3000,14-05-2023
135591054.00,7200,12-06-2023
135591054.00,7200,13-06-2023
135591054.00,7200,14-06-2023
135591054.00,7200,15-06-2023
135591054.00,7200,16-06-2023
135591054.00,3000,11-07-2023
133980199.00,12500,04-12-2023
125138620.00,8000,02-05-2023
125138620.00,8000,03-05-2023
125138620.00,8000,04-05-2023
125138620.00,8000,05-05-2023
125138620.00,7500,27-05-2023
125138620.00,7500,30-05-2023
125138620.00,7500,11-06-2023
125138620.00,7500,12-06-2023
125138620.00,7500,15-06-2023
125138620.00,6000,21-06-2023
125138620.00,6000,22-06-2023
125138620.00,13800,27-06-2023
111643196.00,48000,16-05-2023
111643196.00,40000,17-05-2023
111643196.00,8000,17-05-2023
111643196.00,48000,18-05-2023
111643196.00,48000,19-05-2023
111643196.00,48000,20-05-2023
111643196.00,39500,29-05-2023
111643196.00,39500,01-06-2023
111643196.00,19085,02-06-2023
111643196.00,24700,03-06-2023
111643196.00,14800,03-06-2023
111643196.00,39500,04-06-2023
111643196.00,15143,07-06-2023
111643196.00,100000,10-06-2023
111643196.00,90000,18-06-2023
111643196.00,100000,22-06-2023
111643196.00,83500,27-07-2023
111643196.00,35700,30-07-2023
111643196.00,64000,31-07-2023
111643196.00,92000,03-08-2023
111643196.00,30000,27-08-2023
111643196.00,28460,28-08-2023
111643196.00,29000,05-09-2023
111643196.00,29000,06-09-2023
111643196.00,29000,10-09-2023
111643196.00,67780,13-09-2023
111643196.00,69000,14-09-2023
111643196.00,69000,15-09-2023
111643196.00,25000,20-09-2023
111643196.00,18500,20-09-2023
